tweetDate,compoundScore,text,negativeScore,count,neutralScore
2021-02-05,0.10356658031088083,772,0.0305,0.07192875647668394,0.8975777202072538
2021-02-06,0.11091827956989248,1488,0.026289650537634407,0.07188037634408602,0.9018279569892473
2021-02-07,0.11599204448246364,1169,0.024441402908468777,0.0718109495295124,0.903743370402053
2021-02-08,0.13886849056603776,3180,0.02340566037735849,0.08195,0.8946443396226416
2021-02-09,0.11969819219790676,2102,0.02527117031398668,0.07375499524262606,0.9009700285442436
2021-02-10,0.12429927536231883,1518,0.02736429512516469,0.07765480895915679,0.8949762845849802
2021-02-13,0.14141824817518248,1096,0.02027919708029197,0.08040419708029198,0.8993156934306569
2021-02-14,0.11205258019525802,1434,0.02876638772663877,0.07454951185495118,0.8966757322175732
2021-02-15,0.10451809523809524,1365,0.03196190476190476,0.07767838827838829,0.8903582417582417
2021-02-18,0.12831123470522804,899,0.026976640711902113,0.07892213570634037,0.8940945494994439
2021-02-19,0.11099881710646042,2198,0.028255686988171064,0.07733257506824386,0.8944099181073704
2021-02-22,0.09745461901550911,1483,0.03536884693189481,0.07452933243425489,0.89009979770735
2021-02-28,0.08445508155583438,797,0.042424090338770384,0.0775633626097867,0.8800163111668758
2021-03-11,0.0815408,125,0.037624000000000005,0.073048,0.88932
2021-03-12,0.08914620689655171,1740,0.031445402298850574,0.06865689655172413,0.8999005747126437
2021-04-05,0.11236653846153846,780,0.024785897435897437,0.0705948717948718,0.9046128205128204
2021-04-06,0.10435409309791334,1246,0.028389245585874797,0.0701123595505618,0.9014911717495987
2021-04-07,0.08181979841612672,1389,0.03439740820734341,0.06502159827213823,0.9005817134629229
2021-04-08,0.08133604743083005,1265,0.03255098814229249,0.06520711462450593,0.9022411067193676
2021-04-09,0.0936187643020595,1311,0.031626239511823036,0.06808161708619374,0.9002890922959573
2021-04-10,0.12175006157635469,1624,0.027256773399014778,0.07569458128078818,0.8970480295566503
2021-04-11,0.11216195372750642,778,0.025446015424164525,0.07290102827763496,0.901646529562982
2021-04-12,0.08871409574468084,752,0.033130319148936174,0.06757978723404255,0.8992885638297872
2021-04-17,0.2421424778761062,226,0.03158849557522124,0.10319026548672568,0.8651946902654867
2021-04-18,0.11409532630379025,3509,0.038312909660872044,0.07123767455115418,0.8904408663436876
2021-04-19,0.12205468698244451,3019,0.033293143424975156,0.0661374627360053,0.9005644253063929
2021-04-20,0.12419062305295951,3210,0.03089221183800623,0.06488504672897197,0.9042121495327103
2021-04-21,0.11608036937742032,3357,0.03205987488829312,0.06621805183199285,0.9017182007745012
2021-04-22,0.09879714056654196,3742,0.0353981827899519,0.06563388562266168,0.8989583110636024
2021-04-23,0.11299533678756478,4246,0.037231040979745646,0.0694300518134715,0.8933337258596326
2021-04-24,0.14336379551820727,2856,0.03652941176470589,0.07355532212885155,0.889907212885154
2021-05-25,0.15763630869363085,2151,0.027370060437006044,0.07502975360297537,0.8975946071594607
2021-05-26,0.11992709799675148,3694,0.031799404439631834,0.07045587439090417,0.8977382241472658
2021-05-27,0.163586851628468,3316,0.02669270205066345,0.0747391435464415,0.8985585042219542
2021-05-28,0.14025153751537517,4065,0.03509913899138992,0.07829544895448955,0.8865950799507996
2021-05-29,0.11164497841726619,3475,0.03317323741007194,0.06887625899280575,0.8979418705035971
2021-06-20,0.2206119017054832,5453,0.039083073537502296,0.11297469282963507,0.8479407665505226
2021-06-21,0.19152542151675486,28350,0.04391139329805996,0.11058405643738978,0.8455028218694886
2021-06-22,0.15347472509806442,31102,0.04622078965982895,0.09890177480547875,0.8548744132210148
2021-06-23,0.15935532105525135,20090,0.04697496266799402,0.1045540069686411,0.848469636635142
2021-07-02,0.1986261097278269,11647,0.03330917832918348,0.09900231819352623,0.867685670129647
2021-07-03,0.2625000370942813,16175,0.032700834621329215,0.12223771251931993,0.845056630602782
2021-07-04,0.25753691114245414,14180,0.02878906911142454,0.1163722143864598,0.8548327926657264
2021-07-05,0.2607188175498043,17117,0.029907285155108956,0.12000426476602208,0.8500836010983233
2021-07-17,0.2655423013153531,9047,0.032353155742235,0.11925533325964409,0.8483889687189123
