cryptoName,date,open,close,high,low,average,volume,trade_count,vwap,timestamp
BTC/USD,08/07/2021,43327.36,44373.84,44814.67,42472.2,43643.435,2486.366718,68605.0,43791.7249548688,2021-08-07 05:00:00+00:00
BTC/USD,08/08/2021,44374.68,43610.33,45354.0,42812.33,44083.165,2977.230434,74992.0,44037.5214084229,2021-08-08 05:00:00+00:00
BTC/USD,08/09/2021,43606.1,45474.1,46740.0,43293.79,45016.895000000004,2213.606631,70657.0,45579.3570128881,2021-08-09 05:00:00+00:00
BTC/USD,08/10/2021,45463.81,45624.73,46174.98,44652.99,45413.985,1513.594201,56274.0,45501.3785706024,2021-08-10 05:00:00+00:00
BTC/USD,08/11/2021,45651.16,45603.91,46775.48,45405.0,46090.240000000005,1657.3512,59105.0,46129.0035888825,2021-08-11 05:00:00+00:00
BTC/USD,08/12/2021,45603.79,45276.56,45672.22,43800.0,44736.11,2124.586659,59803.0,44673.0350132685,2021-08-12 05:00:00+00:00
BTC/USD,08/13/2021,45267.6,47485.85,47911.11,45140.06,46525.585,1344.073457,50463.0,46793.0175359269,2021-08-13 05:00:00+00:00
BTC/USD,08/14/2021,47485.82,46747.58,48177.53,46039.08,47108.305,1477.087859,50718.0,46895.4879192403,2021-08-14 05:00:00+00:00
BTC/USD,08/15/2021,46750.0,47426.45,48063.64,45507.26,46785.45,1789.694345,58463.0,46670.6362070038,2021-08-15 05:00:00+00:00
BTC/USD,08/16/2021,47426.45,46394.91,47749.09,45250.0,46499.545,1692.403875,64949.0,46439.1115463166,2021-08-16 05:00:00+00:00
BTC/USD,08/17/2021,46391.41,45082.78,47165.97,44200.0,45682.985,1947.147594,87228.0,45504.8660885169,2021-08-17 05:00:00+00:00
BTC/USD,08/18/2021,45075.78,44133.99,46025.46,43940.12,44982.79,1449.488259,73449.0,45026.8501812822,2021-08-18 05:00:00+00:00
BTC/USD,08/19/2021,44142.09,47100.85,47401.35,44045.95,45723.649999999994,1512.174513,70746.0,45939.5977059922,2021-08-19 05:00:00+00:00
BTC/USD,08/20/2021,47099.06,48649.63,49421.07,46713.13,48067.1,1599.208109,68923.0,48313.2624008608,2021-08-20 05:00:00+00:00
BTC/USD,08/21/2021,48650.81,49162.91,49830.18,48280.0,49055.09,1158.872682,57685.0,49068.2113301006,2021-08-21 05:00:00+00:00
BTC/USD,08/22/2021,49150.36,50336.36,50427.43,48043.66,49235.545,1256.831348,53600.0,49287.0497104444,2021-08-22 05:00:00+00:00
BTC/USD,08/23/2021,50343.54,49498.28,50551.66,48785.5,49668.58,954.577177,43605.0,49682.7373280673,2021-08-23 05:00:00+00:00
BTC/USD,08/24/2021,49498.28,48017.23,49875.73,47601.0,48738.365000000005,1189.374031,57782.0,48473.1792098493,2021-08-24 05:00:00+00:00
BTC/USD,08/25/2021,48014.12,47883.51,49399.74,47131.39,48265.565,1140.927469,59227.0,48281.6207822969,2021-08-25 05:00:00+00:00
BTC/USD,08/26/2021,47881.44,46929.71,48057.45,46300.0,47178.725,1513.295697,67497.0,47021.2380084338,2021-08-26 05:00:00+00:00
BTC/USD,08/27/2021,46926.8,48987.24,49315.0,46863.45,48089.225,1004.897554,49857.0,48177.0637029759,2021-08-27 05:00:00+00:00
BTC/USD,08/28/2021,48982.89,48187.85,49666.66,47800.0,48733.33,775.085981,40810.0,48811.0795728986,2021-08-28 05:00:00+00:00
BTC/USD,08/29/2021,48183.72,47894.73,49412.15,47771.68,48591.915,754.02074,40360.0,48556.4715723534,2021-08-29 05:00:00+00:00
BTC/USD,08/30/2021,47882.13,47070.0,48719.9,46707.65,47713.775,1114.558906,48768.0,47678.7524726764,2021-08-30 05:00:00+00:00
BTC/USD,08/31/2021,47070.69,47158.98,48276.66,46539.06,47407.86,1082.846554,54291.0,47298.987978607,2021-08-31 05:00:00+00:00
BTC/USD,09/01/2021,47171.91,49400.24,49900.0,47111.12,48505.56,1366.150934,60156.0,48458.4336728343,2021-09-01 05:00:00+00:00
BTC/USD,09/02/2021,49396.62,49721.04,50380.0,48360.0,49370.0,1327.109976,60699.0,49510.3835298914,2021-09-02 05:00:00+00:00
BTC/USD,09/03/2021,49724.08,50345.73,51056.86,49228.0,50142.43,1395.091498,59269.0,50220.2998742426,2021-09-03 05:00:00+00:00
BTC/USD,09/04/2021,50353.24,49857.97,50551.31,49404.0,49977.655,698.145572,34929.0,49980.622688109,2021-09-04 05:00:00+00:00
BTC/USD,09/05/2021,49857.97,51710.42,51968.84,49483.6,50726.22,926.515447,42656.0,50970.8105875425,2021-09-05 05:00:00+00:00
BTC/USD,09/06/2021,51710.42,52539.77,52948.52,51018.35,51983.435,1022.978606,48692.0,52039.5914633739,2021-09-06 05:00:00+00:00
BTC/USD,09/07/2021,52538.93,46442.54,52746.79,42600.0,47673.395000000004,2940.933084,123924.0,48274.7665201807,2021-09-07 05:00:00+00:00
BTC/USD,09/08/2021,46458.48,46170.2,46869.0,44423.0,45646.0,1562.693406,81920.0,45994.8272568236,2021-09-08 05:00:00+00:00
BTC/USD,09/09/2021,46173.21,46577.05,47395.22,45630.0,46512.61,1360.36124,64926.0,46590.3411685672,2021-09-09 05:00:00+00:00
BTC/USD,09/10/2021,46563.07,45308.72,46753.56,44129.75,45441.655,1407.648332,68073.0,45478.1256072813,2021-09-10 05:00:00+00:00
BTC/USD,09/11/2021,45306.08,45345.58,45998.0,44750.0,45374.0,702.8172,42707.0,45338.4821353244,2021-09-11 05:00:00+00:00
BTC/USD,09/12/2021,45349.24,44728.45,46465.51,44491.52,45478.515,1102.391708,53147.0,45546.0838151067,2021-09-12 05:00:00+00:00
BTC/USD,09/13/2021,44720.64,45105.71,46902.02,43439.74,45170.88,1841.564714,72086.0,44792.8596899029,2021-09-13 05:00:00+00:00
BTC/USD,09/14/2021,45098.64,46880.87,47491.92,45060.48,46276.2,1300.613105,52732.0,46564.8949253971,2021-09-14 05:00:00+00:00
BTC/USD,09/15/2021,46882.16,48304.94,48500.0,46711.02,47605.509999999995,1057.020893,47040.0,47823.8937082344,2021-09-15 05:00:00+00:00
BTC/USD,09/16/2021,48302.43,48098.98,48502.76,47023.27,47763.015,839.723717,37707.0,47765.6050571007,2021-09-16 05:00:00+00:00
BTC/USD,09/17/2021,48088.39,48337.13,48343.57,46750.0,47546.785,1210.549541,45368.0,47448.92739511,2021-09-17 05:00:00+00:00
BTC/USD,09/18/2021,48337.13,47861.08,48820.08,47603.01,48211.545,1035.118777,38491.0,48293.6441027718,2021-09-18 05:00:00+00:00
BTC/USD,09/19/2021,47849.09,45660.89,48343.12,45156.84,46749.979999999996,1284.04755,45769.0,46876.7600708111,2021-09-19 05:00:00+00:00
BTC/USD,09/20/2021,45650.97,42417.16,45838.04,40121.0,42979.520000000004,4513.037096,116143.0,43445.6833612641,2021-09-20 05:00:00+00:00
BTC/USD,09/21/2021,42422.87,41903.07,43636.36,39587.55,41611.955,2372.735725,91108.0,41883.1544916921,2021-09-21 05:00:00+00:00
BTC/USD,09/22/2021,41906.25,44062.74,44311.0,41840.82,43075.91,1359.502874,58057.0,43246.9959724007,2021-09-22 05:00:00+00:00
BTC/USD,09/23/2021,44053.15,44291.33,45020.0,43391.77,44205.884999999995,1915.934455,57372.0,44264.5540453084,2021-09-23 05:00:00+00:00
BTC/USD,09/24/2021,44280.24,42723.34,45169.49,40716.77,42943.13,1971.201723,71107.0,42517.4360673738,2021-09-24 05:00:00+00:00
BTC/USD,09/25/2021,42726.6,42241.87,42986.56,41668.63,42327.595,1307.455202,41376.0,42464.392515413,2021-09-25 05:00:00+00:00
BTC/USD,09/26/2021,42264.7,44025.85,44370.51,40192.16,42281.33500000001,1176.872245,47901.0,42875.886566086,2021-09-26 05:00:00+00:00
BTC/USD,09/27/2021,44025.85,42638.97,44262.63,41959.94,43111.285,1193.949276,52390.0,43129.946236028,2021-09-27 05:00:00+00:00
BTC/USD,09/28/2021,42647.96,42261.0,42732.05,40758.73,41745.39,1745.843361,62948.0,41827.5103503793,2021-09-28 05:00:00+00:00
BTC/USD,09/29/2021,42253.43,43503.35,43825.92,40886.31,42356.115,1145.716715,40274.0,41863.0917735122,2021-09-29 05:00:00+00:00
BTC/USD,09/30/2021,43550.68,43628.74,44114.34,42726.79,43420.565,1261.948895,56628.0,43444.1488439167,2021-09-30 05:00:00+00:00
BTC/USD,10/01/2021,43626.8,47597.4,48483.69,43526.85,46005.270000000004,1644.304735,87313.0,47041.7825334526,2021-10-01 05:00:00+00:00
BTC/USD,10/02/2021,47597.98,47910.16,48356.54,47107.03,47731.785,638.63734,47329.0,47828.4702580902,2021-10-02 05:00:00+00:00
BTC/USD,10/03/2021,47910.16,47777.43,49242.66,47260.0,48251.33,736.988554,53955.0,48213.720553095,2021-10-03 05:00:00+00:00
BTC/USD,10/04/2021,47779.77,49179.24,49789.81,46920.85,48355.33,1063.575576,74057.0,48592.9112391714,2021-10-04 05:00:00+00:00
BTC/USD,10/05/2021,49179.24,51344.28,51917.0,49149.03,50533.015,1195.2431,73774.0,50636.5661115822,2021-10-05 05:00:00+00:00
BTC/USD,10/06/2021,51339.12,55090.3,55777.52,50417.56,53097.53999999999,2493.398404,104685.0,54137.5642865665,2021-10-06 05:00:00+00:00
BTC/USD,10/07/2021,55084.71,53904.9,55084.71,53391.37,54238.04,1365.922668,51905.0,54144.873641546,2021-10-07 05:00:00+00:00
BTC/USD,10/08/2021,53880.6,54697.44,56101.49,53644.06,54872.774999999994,1045.525108,57428.0,54627.7709232409,2021-10-08 05:00:00+00:00
BTC/USD,10/09/2021,54697.44,55856.35,56000.0,54115.77,55057.884999999995,528.133516,36380.0,54973.1830431157,2021-10-09 05:00:00+00:00
BTC/USD,10/10/2021,55874.96,56485.98,56760.41,54366.76,55563.58500000001,882.133359,53176.0,55443.7764998967,2021-10-10 05:00:00+00:00
BTC/USD,10/11/2021,56487.3,56978.24,57841.26,55866.31,56853.785,1012.993764,58638.0,57046.5833343695,2021-10-11 05:00:00+00:00
BTC/USD,10/12/2021,56989.94,56088.46,57687.0,53898.54,55792.770000000004,1352.298727,59447.0,56061.4757865216,2021-10-12 05:00:00+00:00
BTC/USD,10/13/2021,56083.65,57986.27,58570.18,54221.08,56395.630000000005,2050.990577,69742.0,56172.7010007883,2021-10-13 05:00:00+00:00
BTC/USD,10/14/2021,58000.0,59604.0,59734.99,56838.47,58286.729999999996,1402.31208,49850.0,58008.4400151269,2021-10-14 05:00:00+00:00
BTC/USD,10/15/2021,59604.0,61725.36,62900.95,58752.94,60826.945,2350.213703,74823.0,60849.9683968695,2021-10-15 05:00:00+00:00
BTC/USD,10/16/2021,61724.73,60905.72,62352.09,60153.11,61252.6,943.492642,33255.0,61119.1379615608,2021-10-16 05:00:00+00:00
BTC/USD,10/17/2021,60911.56,62373.62,62558.17,58908.93,60733.55,1260.489432,45148.0,60870.7417174808,2021-10-17 05:00:00+00:00
BTC/USD,10/18/2021,62361.72,62414.34,62982.13,59858.58,61420.354999999996,1707.638368,55783.0,61636.8085894527,2021-10-18 05:00:00+00:00
BTC/USD,10/19/2021,62450.0,64052.14,64490.61,61358.54,62924.575,1703.929069,57145.0,63157.5468439476,2021-10-19 05:00:00+00:00
BTC/USD,10/20/2021,64050.55,65050.04,66996.28,63517.23,65256.755000000005,2148.165472,68950.0,65519.6851787523,2021-10-20 05:00:00+00:00
BTC/USD,10/21/2021,65056.48,63057.9,66650.04,8200.0,37425.02,2495.290764,75315.0,59442.8812012573,2021-10-21 05:00:00+00:00
BTC/USD,10/22/2021,63072.8,61158.23,63752.79,59930.21,61841.5,1589.794957,52370.0,61575.9295368772,2021-10-22 05:00:00+00:00
BTC/USD,10/23/2021,61153.25,60999.26,61742.15,59650.0,60696.075,708.094922,33442.0,60994.973655652,2021-10-23 05:00:00+00:00
BTC/USD,10/24/2021,60999.83,62037.36,62229.26,59520.87,60875.065,996.098546,36922.0,60757.0286493841,2021-10-24 05:00:00+00:00
BTC/USD,10/25/2021,62072.47,62455.03,63706.11,61808.15,62757.130000000005,854.653859,31145.0,62957.2163521242,2021-10-25 05:00:00+00:00
BTC/USD,10/26/2021,62441.97,61198.88,63132.63,59846.56,61489.595,1309.89957,44299.0,61384.8886745428,2021-10-26 05:00:00+00:00
BTC/USD,10/27/2021,61203.35,58831.23,61408.13,58063.95,59736.03999999999,1962.644132,63835.0,58975.1996224767,2021-10-27 05:00:00+00:00
BTC/USD,10/28/2021,58825.0,61539.53,62495.18,57894.73,60194.955,2308.816414,68896.0,60535.5078271344,2021-10-28 05:00:00+00:00
BTC/USD,10/29/2021,61500.0,61491.34,62960.12,60367.19,61663.655,1265.73011,46983.0,61687.8674524347,2021-10-29 05:00:00+00:00
BTC/USD,10/30/2021,61467.94,61440.6,62423.0,60750.0,61586.5,942.464168,36586.0,61616.8054888412,2021-10-30 05:00:00+00:00
BTC/USD,10/31/2021,61429.14,60538.0,61782.93,59469.05,60625.990000000005,1237.457521,40516.0,60662.4966290738,2021-10-31 05:00:00+00:00
BTC/USD,11/01/2021,60548.78,61450.33,62491.78,60307.43,61399.604999999996,1202.695032,51961.0,61422.9901758554,2021-11-01 05:00:00+00:00
BTC/USD,11/02/2021,61460.41,62838.48,64303.94,61337.44,62820.69,1194.740238,55902.0,63088.1172284482,2021-11-02 05:00:00+00:00
BTC/USD,11/03/2021,62815.07,62721.24,63560.71,60122.59,61841.649999999994,1112.221684,46517.0,62395.4858205755,2021-11-03 05:00:00+00:00
BTC/USD,11/04/2021,62714.29,62131.68,62782.04,60720.0,61751.020000000004,908.858423,48486.0,61637.5450602601,2021-11-04 05:00:00+00:00
BTC/USD,11/05/2021,62141.13,61250.54,62637.26,60778.01,61707.635,747.11607,38409.0,61404.652081971,2021-11-05 05:00:00+00:00
BTC/USD,11/06/2021,61250.55,62220.35,62369.52,60112.06,61240.78999999999,672.863854,32010.0,61128.5469049523,2021-11-06 05:00:00+00:00
BTC/USD,11/07/2021,62231.91,65480.08,65673.82,61529.41,63601.615000000005,901.594778,45942.0,63789.226008345,2021-11-07 05:00:00+00:00
BTC/USD,11/08/2021,65496.49,68145.33,68577.46,65209.73,66893.595,1260.7241,59744.0,66802.4159631166,2021-11-08 06:00:00+00:00
BTC/USD,11/09/2021,68144.05,66350.0,68278.89,66251.04,67264.965,876.734204,46907.0,67194.5920928786,2021-11-09 06:00:00+00:00
BTC/USD,11/10/2021,66348.47,64709.62,69025.05,62682.78,65853.91500000001,1966.168103,83414.0,66056.2942999705,2021-11-10 06:00:00+00:00
BTC/USD,11/11/2021,64701.6,64696.45,65609.51,64070.99,64840.25,766.815788,36875.0,64964.220645212,2021-11-11 06:00:00+00:00
BTC/USD,11/12/2021,64696.64,63613.42,65005.2,62276.67,63640.935,1102.928467,49280.0,63729.9774324757,2021-11-12 06:00:00+00:00
BTC/USD,11/13/2021,63621.01,64897.16,65322.86,63380.62,64351.740000000005,424.569533,26859.0,64445.3669413979,2021-11-13 06:00:00+00:00
BTC/USD,11/14/2021,64917.21,65719.39,66201.31,63590.7,64896.005,678.382118,36320.0,64841.8754382244,2021-11-14 06:00:00+00:00
BTC/USD,11/15/2021,65716.1,60959.04,66355.15,60385.22,63370.185,1363.10351,64141.0,62936.1910996304,2021-11-15 06:00:00+00:00
BTC/USD,11/16/2021,60955.2,59643.61,61406.07,58585.49,59995.78,1682.873591,66559.0,60104.7270609927,2021-11-16 06:00:00+00:00
BTC/USD,11/17/2021,59627.0,59831.5,60988.03,58395.0,59691.515,861.384621,38445.0,60072.6265087441,2021-11-17 06:00:00+00:00
BTC/USD,11/18/2021,59821.99,56437.4,60063.01,55629.07,57846.04,2237.47419,84549.0,57737.253923829,2021-11-18 06:00:00+00:00
BTC/USD,11/19/2021,56445.36,58456.25,59035.37,55900.01,57467.69,964.751214,47937.0,57756.4852007059,2021-11-19 06:00:00+00:00
BTC/USD,11/20/2021,58451.21,59059.7,59889.0,57415.64,58652.32,586.33964,29852.0,58823.2650977908,2021-11-20 06:00:00+00:00
BTC/USD,11/21/2021,59064.43,57501.95,60082.66,56821.88,58452.270000000004,841.328031,35992.0,58612.819927153,2021-11-21 06:00:00+00:00
BTC/USD,11/22/2021,57501.37,56565.05,59495.7,55647.32,57571.509999999995,1188.033009,51503.0,57156.9278283123,2021-11-22 06:00:00+00:00
BTC/USD,11/23/2021,56577.47,56615.47,57879.45,55394.56,56637.005,1296.077064,53299.0,56917.0102983237,2021-11-23 06:00:00+00:00
BTC/USD,11/24/2021,56621.38,57148.7,58291.04,55874.26,57082.65,831.128332,39889.0,56985.7046067313,2021-11-24 06:00:00+00:00
BTC/USD,11/25/2021,57145.44,57883.14,59443.07,57116.04,58279.555,805.637875,35868.0,58437.2240141855,2021-11-25 06:00:00+00:00
BTC/USD,11/26/2021,57873.03,54300.53,57952.33,53521.0,55736.665,1583.618096,63823.0,54865.0396676721,2021-11-26 06:00:00+00:00
BTC/USD,11/27/2021,54294.62,54428.0,55312.53,53724.44,54518.485,606.542081,30947.0,54616.1951424288,2021-11-27 06:00:00+00:00
BTC/USD,11/28/2021,54422.11,57398.73,58269.51,53322.69,55796.100000000006,928.09942,37667.0,55894.8849169562,2021-11-28 06:00:00+00:00
BTC/USD,11/29/2021,57394.56,56321.17,58905.26,56321.17,57613.215,770.531611,37824.0,57606.974908563,2021-11-29 06:00:00+00:00
BTC/USD,11/30/2021,56321.18,56824.6,59247.36,55919.0,57583.18,1064.362366,52209.0,57482.1094346151,2021-11-30 06:00:00+00:00
BTC/USD,12/01/2021,56824.57,56958.02,59100.0,55831.89,57465.945,1082.002107,52234.0,57299.3240302751,2021-12-01 06:00:00+00:00
BTC/USD,12/02/2021,56952.7,56775.18,57408.43,56059.77,56734.1,791.784537,37008.0,56630.6470955577,2021-12-02 06:00:00+00:00
BTC/USD,12/03/2021,56791.71,47733.07,57655.99,42000.0,49827.994999999995,2770.290534,100869.0,51790.2331030004,2021-12-03 06:00:00+00:00
BTC/USD,12/04/2021,47750.51,49478.63,49722.06,46206.11,47964.085,1900.488085,75208.0,48052.8121487996,2021-12-04 06:00:00+00:00
BTC/USD,12/05/2021,49485.48,48730.38,49752.72,47811.15,48781.935,1150.899265,47662.0,48984.0471992967,2021-12-05 06:00:00+00:00
BTC/USD,12/06/2021,48718.93,50952.21,51462.99,47177.3,49320.145000000004,1648.142725,60714.0,49048.3770462289,2021-12-06 06:00:00+00:00
BTC/USD,12/07/2021,50941.5,50443.35,51992.07,50068.71,51030.39,809.710276,37158.0,50925.1117846724,2021-12-07 06:00:00+00:00
BTC/USD,12/08/2021,50457.81,49810.82,51241.96,48653.06,49947.509999999995,954.638637,39661.0,50087.595470731,2021-12-08 06:00:00+00:00
BTC/USD,12/09/2021,49809.04,48263.62,50373.58,47335.0,48854.29,1153.9741,48086.0,48485.8043306014,2021-12-09 06:00:00+00:00
BTC/USD,12/10/2021,48263.69,48329.77,50108.51,46716.14,48412.325,1336.488595,52013.0,48223.484706033,2021-12-10 06:00:00+00:00
BTC/USD,12/11/2021,48349.79,49000.0,49713.5,47805.74,48759.619999999995,660.863215,30290.0,48782.1904634341,2021-12-11 06:00:00+00:00
BTC/USD,12/12/2021,49000.0,49280.95,50813.15,48472.72,49642.935,795.113296,33532.0,49671.4606228485,2021-12-12 06:00:00+00:00
BTC/USD,12/13/2021,49277.1,46714.14,49339.77,45744.38,47542.075,1547.829769,55735.0,47139.5695302821,2021-12-13 06:00:00+00:00
BTC/USD,12/14/2021,46715.17,48121.81,48769.23,46339.1,47554.165,1021.640791,42083.0,47420.5282930633,2021-12-14 06:00:00+00:00
BTC/USD,12/15/2021,48125.67,48537.67,49500.0,46547.0,48023.5,1469.992279,52317.0,48241.510436501,2021-12-15 06:00:00+00:00
BTC/USD,12/16/2021,48538.32,47717.91,49455.55,47406.95,48431.25,748.723828,33564.0,48299.3481255704,2021-12-16 06:00:00+00:00
BTC/USD,12/17/2021,47728.8,46610.4,47762.08,45471.57,46616.825,1148.914519,49659.0,46479.422428481,2021-12-17 06:00:00+00:00
BTC/USD,12/18/2021,46618.89,47622.18,48094.3,46221.37,47157.83500000001,561.862162,28263.0,47031.1320664663,2021-12-18 06:00:00+00:00
BTC/USD,12/19/2021,47626.5,46443.55,48336.74,46243.5,47290.119999999995,786.962408,33541.0,47052.468554167,2021-12-19 06:00:00+00:00
BTC/USD,12/20/2021,46428.99,48600.71,48835.47,45566.22,47200.845,1280.552219,43853.0,46819.2171743046,2021-12-20 06:00:00+00:00
BTC/USD,12/21/2021,48600.71,48981.12,49584.81,48308.85,48946.83,747.197961,31371.0,48859.0295533306,2021-12-21 06:00:00+00:00
BTC/USD,12/22/2021,48992.64,48402.75,49545.85,48051.41,48798.630000000005,573.143357,26803.0,48739.4942599465,2021-12-22 06:00:00+00:00
BTC/USD,12/23/2021,48400.32,51034.01,51535.63,48056.98,49796.305,899.290712,36057.0,50079.9983175899,2021-12-23 06:00:00+00:00
BTC/USD,12/24/2021,51032.78,50914.29,51853.65,50450.0,51151.825,508.759945,25061.0,51108.459786881,2021-12-24 06:00:00+00:00
BTC/USD,12/25/2021,50911.84,49910.01,51167.03,49647.12,50407.075,527.906905,23526.0,50444.793929663,2021-12-25 06:00:00+00:00
BTC/USD,12/26/2021,49895.91,50886.55,51308.75,49463.75,50386.25,592.95131,25056.0,50480.8787458837,2021-12-26 06:00:00+00:00
BTC/USD,12/27/2021,50873.52,49232.14,52148.5,48690.26,50419.380000000005,836.325554,36364.0,50609.9787231995,2021-12-27 06:00:00+00:00
BTC/USD,12/28/2021,49215.95,47881.3,49461.87,47313.0,48387.435,798.594475,34353.0,48309.070561734,2021-12-28 06:00:00+00:00
BTC/USD,12/29/2021,47918.98,46767.25,48076.44,45950.21,47013.325,965.007189,38079.0,47104.0683849039,2021-12-29 06:00:00+00:00
BTC/USD,12/30/2021,46760.87,47285.73,47924.27,46700.0,47312.134999999995,596.512445,26773.0,47268.1422833577,2021-12-30 06:00:00+00:00
BTC/USD,12/31/2021,47289.11,47200.02,48575.71,45665.92,47120.815,1073.858376,38984.0,47077.3444498096,2021-12-31 06:00:00+00:00
BTC/USD,01/01/2022,47190.56,47095.67,47950.0,46722.08,47336.04,468.152221,23361.0,47297.0343190694,2022-01-01 06:00:00+00:00
BTC/USD,01/02/2022,47087.56,47098.88,47992.0,46668.46,47330.229999999996,443.889422,22218.0,47195.4504791315,2022-01-02 06:00:00+00:00
BTC/USD,01/03/2022,47102.58,46154.6,47568.95,45700.83,46634.89,783.384691,29891.0,46514.2672853662,2022-01-03 06:00:00+00:00
BTC/USD,01/04/2022,46153.0,46314.83,47527.78,45547.55,46537.665,850.111475,29224.0,46453.8869749854,2022-01-04 06:00:00+00:00
BTC/USD,01/05/2022,46303.77,43051.65,47066.7,42460.0,44763.35,1882.128273,58070.0,44573.0548252435,2022-01-05 06:00:00+00:00
BTC/USD,01/06/2022,43061.81,41846.64,43588.75,40957.53,42273.14,1166.578757,40734.0,42496.15373592,2022-01-06 06:00:00+00:00
BTC/USD,01/07/2022,41842.24,41979.2,42758.62,40618.07,41688.345,1155.400932,37939.0,41750.3143531464,2022-01-07 06:00:00+00:00
BTC/USD,01/08/2022,41975.42,41764.21,42317.98,40500.0,41408.990000000005,1046.241144,32257.0,41501.3873666112,2022-01-08 06:00:00+00:00
BTC/USD,01/09/2022,41767.53,42035.32,42799.57,41200.02,41999.795,625.424101,24070.0,41951.073856399,2022-01-09 06:00:00+00:00
BTC/USD,01/10/2022,42036.19,42116.32,42394.19,39648.0,41021.095,1845.296197,46553.0,41159.9187394138,2022-01-10 06:00:00+00:00
BTC/USD,01/11/2022,42114.04,42716.29,43123.93,41278.35,42201.14,955.261985,31487.0,42346.5014436607,2022-01-11 06:00:00+00:00
BTC/USD,01/12/2022,42725.68,43699.9,44344.9,42483.94,43414.42,805.675808,27383.0,43602.1731665058,2022-01-12 06:00:00+00:00
BTC/USD,01/13/2022,43700.28,42925.15,44443.98,42328.87,43386.425,907.780937,30930.0,43178.9985256452,2022-01-13 06:00:00+00:00
BTC/USD,01/14/2022,42918.83,43011.48,43466.46,41775.37,42620.915,814.671455,28709.0,42773.5580076652,2022-01-14 06:00:00+00:00
BTC/USD,01/15/2022,43017.4,42984.07,43828.92,42583.22,43206.07,506.49202,21088.0,43233.8126998251,2022-01-15 06:00:00+00:00
BTC/USD,01/16/2022,42980.16,42687.9,43500.58,42356.09,42928.335,424.308617,21851.0,42959.1645859262,2022-01-16 06:00:00+00:00
BTC/USD,01/17/2022,42699.64,42133.21,42981.89,41560.87,42271.380000000005,502.989822,23790.0,42282.2003612194,2022-01-17 06:00:00+00:00
BTC/USD,01/18/2022,42128.58,41772.61,42683.51,41289.0,41986.255000000005,713.969584,30615.0,41862.9796729147,2022-01-18 06:00:00+00:00
BTC/USD,01/19/2022,41785.29,41904.53,42579.07,41157.84,41868.455,952.102386,31357.0,41914.0898483863,2022-01-19 06:00:00+00:00
BTC/USD,01/20/2022,41905.29,38913.96,43506.83,38240.27,40873.55,1932.446179,57975.0,41055.8184271194,2022-01-20 06:00:00+00:00
BTC/USD,01/21/2022,38921.99,35748.15,39291.1,35427.64,37359.369999999995,2331.879032,72319.0,37562.9195214101,2022-01-21 06:00:00+00:00
BTC/USD,01/22/2022,35747.5,35455.29,36179.48,34035.0,35107.240000000005,2053.245074,64570.0,35162.4486287406,2022-01-22 06:00:00+00:00
BTC/USD,01/23/2022,35455.77,35203.46,36518.24,34613.42,35565.83,1323.120097,43033.0,35522.6783285622,2022-01-23 06:00:00+00:00
BTC/USD,01/24/2022,35194.26,36079.09,37569.72,32946.89,35258.305,2839.002488,81644.0,34828.8659121034,2022-01-24 06:00:00+00:00
BTC/USD,01/25/2022,36068.33,37631.76,37997.03,35714.9,36855.965,1623.059634,50207.0,36810.5404475822,2022-01-25 06:00:00+00:00
BTC/USD,01/26/2022,37631.08,35995.17,38941.17,35543.39,37242.28,1964.482808,69110.0,37383.4408578165,2022-01-26 06:00:00+00:00
BTC/USD,01/27/2022,35989.98,37210.23,37470.31,35538.87,36504.59,1193.308829,42861.0,36548.7146810431,2022-01-27 06:00:00+00:00
BTC/USD,01/28/2022,37223.53,37672.33,38041.21,36170.53,37105.869999999995,1013.905687,39751.0,37179.1196504081,2022-01-28 06:00:00+00:00
BTC/USD,01/29/2022,37680.0,38148.42,38731.67,37326.62,38029.145000000004,690.310575,28785.0,38015.0402362637,2022-01-29 06:00:00+00:00
BTC/USD,01/30/2022,38148.33,37022.16,38379.31,36647.99,37513.649999999994,596.756204,28156.0,37569.6347715191,2022-01-30 06:00:00+00:00
BTC/USD,01/31/2022,37019.73,38466.1,38756.97,36826.75,37791.86,964.833568,36772.0,38032.6917936123,2022-01-31 06:00:00+00:00
BTC/USD,02/01/2022,38472.44,38432.44,39309.84,38025.31,38667.575,1129.826053,44769.0,38623.3506012043,2022-02-01 06:00:00+00:00
BTC/USD,02/02/2022,38428.51,37019.69,38790.94,36601.75,37696.345,941.805378,38746.0,37456.5698841283,2022-02-02 06:00:00+00:00
BTC/USD,02/03/2022,37024.23,37559.32,37709.14,36262.39,36985.765,729.715871,30504.0,36813.1427611209,2022-02-03 06:00:00+00:00
BTC/USD,02/04/2022,37571.11,41559.27,41957.28,37319.29,39638.285,1382.147131,48382.0,39884.4695359509,2022-02-04 06:00:00+00:00
BTC/USD,02/05/2022,41553.79,41603.16,41929.78,40962.34,41446.06,471.590878,24594.0,41517.9827292147,2022-02-05 06:00:00+00:00
BTC/USD,02/06/2022,41603.04,42808.97,43026.31,41141.25,42083.78,693.580041,32812.0,42123.4861644767,2022-02-06 06:00:00+00:00
BTC/USD,02/07/2022,42845.91,44922.53,45076.86,42273.54,43675.2,1075.29236,42787.0,43752.277763441,2022-02-07 06:00:00+00:00
